"OGO","OPERATOR","CLIENT_STATUS","API","PF_TYPE","OTHER_TYPE","FARM","SPUD_DATE","WELL_STATUS","WELL_TYPE","IIJA_IND","UNCONVENTIONAL","CONSERVATION","CONFIGURATION","LATITUDE","LONGITUDE","LATITUDE_DECIMAL","LONGITUDE_DECIMAL","REGION","COUNTY","MUNICIPALITY","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","WELL_PAD","WELL_PAD_ID","SITE_ID","PLUG_COMPLETED_DATE","PRIMARY_FACILITY_ID","CLIENT_ID"
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24621","OGL","OGW","WARRANT 3783 402","1/12/2012","Plugged OG Well","OIL","","No","No","Vertical Well","41° 34' 21.8''","-78° 53' 47.5''",41.572722,-78.896528,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",750058,"4/24/2024",743235,149136
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24622","OGL","OGW","WARRANT 3783 404","12/28/2011","Plugged OG Well","OIL","","No","No","Vertical Well","41° 34' 14.3''","-78° 53' 57''",41.570639,-78.899167,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",750065,"4/04/2024",743241,149136
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24682","OGL","OGW","WARRANT 3783 496","7/17/2012","Plugged OG Well","OIL","","No","No","Vertical Well","41° 34' 16.8''","-78° 53' 45.9''",41.571333,-78.896083,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",760518,"4/09/2024",751853,149136
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24688","OGL","OGW","WARRANT 3783 487","2/11/2013","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 34' 13.3''","-78° 53' 50.4''",41.570361,-78.897333,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",760884,"4/17/2024",752184,149136
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24689","OGL","OGW","WARRANT 3783 489","2/14/2013","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 34' 20''","-78° 53' 41.2''",41.572222,-78.894778,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",760887,"4/19/2024",752187,149136
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24740","OGL","OGW","WT 3783 471","8/30/2013","DEP Plugged","OIL","NO","No","No","Vertical Well","41° 34' 15.2''","-78° 53' 39.59''",41.570889,-78.894331,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",771030,"4/08/2025",762694,149136
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24743","OGL","OGW","WT 3783 514","9/10/2013","Plugged OG Well","OIL","","No","No","Vertical Well","41° 34' 20.57''","-78° 53' 24.1''",41.572381,-78.890028,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",771035,"5/07/2024",762698,149136
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24745","OGL","OGW","WT 3783 532","8/27/2013","Plugged OG Well","OIL","","No","No","Vertical Well","41° 34' 12.42''","-78° 53' 45.19''",41.570117,-78.895886,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",771038,"4/12/2024",762700,149136
"OGO-61865","ARG RESOURCES INC","Active, Non-Govt","047-24824","OGL","OGW","WT 3783 560","8/14/2014","Plugged OG Well","OIL","","No","No","Vertical Well","41° 34' 25.74''","-78° 53' 25.45''",41.573817,-78.890403,"EP DOGO NWDO Dstr Off","Elk","Highland Twp","285 CUSTOM LUMBER LN","","KANE","PA","16735-6405","","",779634,"5/03/2024",772052,149136
"OGO-68205","ARMAC RESOURCES LLC","Active, Non-Govt","123-45286","OGL","OGW","WARREN RAIL CAR 2","6/21/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 50' 24.2''","-79° 9' 21.6''",41.840056,-79.156,"EP DOGO NWDO Dstr Off","Warren","Warren City","PO BOX 558","2155 PARK AVE","WASHINGTON","PA","15301-0558","","",704274,"7/12/2024",705222,292362
"OGO-8227","ATLAS RESOURCES INC","Active, Non-Govt","051-21818","OGL","OGW","MULLEN/NATIONAL CITY 1","9/29/2003","Plugged OG Well","GAS","","No","No","Vertical Well","39° 58' 33.212''","-79° 51' 25.484''",39.975892,-79.857079,"EP DOGO SWDO Dstr Off","Fayette","Redstone Twp","PO BOX 611","WESTPOINTE CORP CTR 1550 CORAOPOLIS HGTS RD","CORAOPOLIS","PA","15108-0611","","",621103,"9/30/2023",641060,6422
"OGO-8233","AUGUST PETRO 77 B LTD","Out of Business, Non-Govt","125-20978","OGL","OGW","IRK MCCONNELL 1","7/08/1976","Plugged OG Well","OIL","","No","No","Vertical Well","40° 18' 42.5''","-80° 11' 34.7''",40.311806,-80.192972,"EP DOGO SWDO Dstr Off","Washington","Cecil Twp","110 E 59TH ST","STE 3202","NEW YORK","NY","10022-1304","","",230675,"3/04/2022",232652,27141
"OGO-463","B & B OIL & GAS PROD CO","Active, Non-Govt","005-23667","OGL","OGW","BARRETT FAR, 1","1/01/1800","DEP Plugged","GAS","YES","No","No","Vertical Well","40° 48' 54.943''","-79° 22' 18.858''",40.815262,-79.371905,"EP DOGO NWDO Dstr Off","Armstrong","Valley Twp","370 PIPELINE RD","","DAYTON","PA","16222-5722","","",6509,"11/16/2023",13099,49425
"OGO-895","BARON CREST ENERGY CO","Active, Non-Govt","121-30987","OGL","OGW","CUNNINGHAM 6","3/17/1982","Plugged OG Well","OIL","","No","No","Vertical Well","41° 20' 47.425''","-79° 35' 50.737''",41.346507,-79.597427,"EP DOGO NWDO Dstr Off","Venango","Pinegrove Twp","601 FIRST ST","","APOLLO","PA","15613-8912","","",190124,"12/13/2024",192088,38663
"OGO-895","BARON CREST ENERGY CO","Active, Non-Govt","121-30988","OGL","OGW","CUNNINGHAM 7","1/26/1982","Plugged OG Well","OIL","","No","No","Vertical Well","41° 20' 47.328''","-79° 35' 46.892''",41.34648,-79.596359,"EP DOGO NWDO Dstr Off","Venango","Pinegrove Twp","601 FIRST ST","","APOLLO","PA","15613-8912","","",190125,"12/23/2024",192089,38663
"OGO-65840","BATISTA MARK F","Active, Indiv","083-00076","OGL","OGW","MOSER 30","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 38' 7.5768''","-78° 51' 57.639''",41.635438,-78.866011,"EP DOGO NWDO Dstr Off","McKean","Wetmore Twp","403 OAK ST","","KANE","PA","16735","","",130608,"1/04/2024",132533,251045
"OGO-65840","BATISTA MARK F","Active, Indiv","083-00080","OGL","OGW","MOSER 35","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 37' 41.883''","-78° 52' 17.378''",41.628301,-78.871494,"EP DOGO NWDO Dstr Off","McKean","Wetmore Twp","403 OAK ST","","KANE","PA","16735","","",130612,"9/16/2022",132537,251045
"OGO-6535","BECK JAMES L","Deceased, Indiv","121-21422","OGL","OGW","WILHELM 7A","8/13/1971","Plugged OG Well","OIL","","No","No","Vertical Well","41° 33' 34.07''","-79° 32' 47.13''",41.559464,-79.546425,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","15852 PLEASANT VALLEY DR","","PLEASANTVILLE","PA","16341-2718","","",180538,"12/01/2023",182491,43421
"OGO-6535","BECK JAMES L","Deceased, Indiv","121-23285","OGL","OGW","WILHELM 4W","9/09/1974","Plugged OG Well","OIL","","No","No","Vertical Well","41° 33' 35.23''","-79° 32' 54.68''",41.559786,-79.548522,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","15852 PLEASANT VALLEY DR","","PLEASANTVILLE","PA","16341-2718","","",182404,"12/01/2023",184363,43421
"OGO-6535","BECK JAMES L","Deceased, Indiv","121-23287","OGL","OGW","SIMPKINS 2W","8/16/1974","Plugged OG Well","OIL","","No","No","Vertical Well","41° 33' 42.606''","-79° 32' 58.549''",41.561835,-79.549597,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","15852 PLEASANT VALLEY DR","","PLEASANTVILLE","PA","16341-2718","","",182406,"12/01/2023",184365,43421
"OGO-6535","BECK JAMES L","Deceased, Indiv","121-36718","OGL","OGW","DUNN 27","4/17/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 34' 31.692''","-79° 32' 33.896''",41.57547,-79.542749,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","15852 PLEASANT VALLEY DR","","PLEASANTVILLE","PA","16341-2718","","",195839,"12/01/2023",197813,43421
"OGO-46590","BEST JOHN B","Active, Indiv","121-39243","OGL","OGW","B L SOLLE K4","1/21/1985","Plugged OG Well","OIL","","No","No","Vertical Well","41° 23' 42.932''","-79° 47' 33.763''",41.395259,-79.792712,"EP DOGO NWDO Dstr Off","Venango","Cranberry Twp","2077 BREDINSBURG RD","","FRANKLIN","PA","16323-8115","","",198368,"9/27/2025",200345,51812
"OGO-38382","BIALY GAS PRODUCTION LLC","Active, Non-Govt","007-20215","OGL","OGW","AMBRIDGE SPORTSMEN ASSOCIATION 1","3/18/1985","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","40° 38' 59.442''","-80° 12' 4.9176''",40.649845,-80.201366,"EP DOGO SWDO Dstr Off","Beaver","Economy Boro","354 MEADOW DR","","CIRCLEVILLE","OH","43113-1036","","",13273,"6/27/2023",15024,241617
"OGO-38382","BIALY GAS PRODUCTION LLC","Active, Non-Govt","007-20216","OGL","OGW","AMBRIDGE SPORTSMEN ASSOCIATION 2","3/27/1985","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","40° 38' 58.785''","-80° 11' 58.528''",40.649663,-80.199591,"EP DOGO SWDO Dstr Off","Beaver","Economy Boro","354 MEADOW DR","","CIRCLEVILLE","OH","43113-1036","","",13274,"7/10/2023",15025,241617
"OGO-68998","BKV OPR LLC","Active, Non-Govt","131-20096","OGL","OGW","KEYSTONE UNIT 1 MIRABELLI 1 KEYSTONE 2H","9/01/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 36' 14.742''","-76° 0' 19.705''",41.604095,-76.005474,"EP DOGO NCDO Dstr Off","Wyoming","Washington Twp","5385 STATE ROUTE 6","","TUNKHANNOCK","PA","18657","MIRABELLI WELL PAD",145198,733108,"5/06/2025",733207,339354
"OGO-68998","BKV OPR LLC","Active, Non-Govt","131-20198","OGL","OGW","KILE 2H","9/21/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 36' 18.1''","-75° 59' 36.49''",41.605028,-75.993469,"EP DOGO NCDO Dstr Off","Wyoming","Washington Twp","5385 STATE ROUTE 6","","TUNKHANNOCK","PA","18657","KILE",145312,745210,"9/10/2024",742411,339354
"OGO-68998","BKV OPR LLC","Active, Non-Govt","131-20315","OGL","OGW","P&G4 P&G3 3H","9/13/2013","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 34' 37.29''","-76° 2' 39.9''",41.577025,-76.044417,"EP DOGO NCDO Dstr Off","Wyoming","Washington Twp","5385 STATE ROUTE 6","","TUNKHANNOCK","PA","18657","P&G 4 PAD",149101,723572,"9/27/2023",765516,339354
"OGO-68998","BKV OPR LLC","Active, Non-Govt","131-20584","OGL","OGW","P&G 3 UNIT P&G3 3HRD","4/26/2019","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 34' 37.214''","-76° 2' 40.603''",41.577004,-76.044612,"EP DOGO NCDO Dstr Off","Wyoming","Washington Twp","5385 STATE ROUTE 6","","TUNKHANNOCK","PA","18657","P&G 4 PAD",149101,723572,"12/10/2024",833125,339354
"OGO-68998","BKV OPR LLC","Active, Non-Govt","131-20585","OGL","OGW","REYNOLDS UNIT REYNOLDS 2H","4/26/2019","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 34' 37.156''","-76° 2' 40.419''",41.576988,-76.044561,"EP DOGO NCDO Dstr Off","Wyoming","Washington Twp","5385 STATE ROUTE 6","","TUNKHANNOCK","PA","18657","P&G 4 PAD",149101,723572,"12/10/2024",833194,339354
"OGO-68998","BKV OPR LLC","Active, Non-Govt","131-20595","OGL","OGW","BENNETT UNIT BENNETT 3H","6/13/2019","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 34' 36.026''","-76° 0' .1116''",41.576674,-76.000031,"EP DOGO NCDO Dstr Off","Wyoming","Washington Twp","5385 STATE ROUTE 6","","TUNKHANNOCK","PA","18657","MATTOCKS PAD",148025,751412,"12/10/2024",834122,339354
"OGO-68998","BKV OPR LLC","Active, Non-Govt","131-20597","OGL","OGW","REIMILLER UNIT REIMILLER 2H","7/16/2019","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 35' 49.671''","-76° 2' 15.316''",41.597131,-76.037588,"EP DOGO NCDO Dstr Off","Wyoming","Meshoppen Twp","5385 STATE ROUTE 6","","TUNKHANNOCK","PA","18657","REIMILLER PAD",149172,748624,"9/20/2024",834431,339354
"OGO-68998","BKV OPR LLC","Active, Non-Govt","131-20599","OGL","OGW","REIMILLER UNIT REIMILLER 11H","7/16/2019","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 35' 49.660''","-76° 2' 15.514''",41.597128,-76.037643,"EP DOGO NCDO Dstr Off","Wyoming","Meshoppen Twp","5385 STATE ROUTE 6","","TUNKHANNOCK","PA","18657","REIMILLER PAD",149172,748624,"9/20/2024",834433,339354
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-53468","OGL","OGW","WARRANT 4336 1","6/13/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 3.7896''","-78° 41' 32.020''",41.984386,-78.692228,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",705265,"9/14/2023",705999,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-53469","OGL","OGW","WARRANT 4336 2","6/04/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 4.3301''","-78° 41' 25.647''",41.984536,-78.690458,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",705266,"9/18/2023",706000,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-53904","OGL","OGW","WARRANT 4336 73","5/03/2012","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 54.66''","-78° 41' 57.24''",41.98185,-78.699233,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",712054,"11/06/2023",711543,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-53954","OGL","OGW","WARRANT 4336 79","4/17/2012","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 49.68''","-78° 41' 58.54''",41.980467,-78.699594,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",713063,"11/10/2023",712356,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-53970","OGL","OGW","WARRANT 4336 74","5/10/2012","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 51.36''","-78° 41' 52.32''",41.980933,-78.697867,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",713145,"11/08/2023",712427,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54047","OGL","OGW","WARRANT 4336 112","6/22/2009","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 4.14''","-78° 42' 19.59''",41.984483,-78.705442,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",715211,"1/23/2024",714233,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54372","OGL","OGW","WARRANT 4336 80","4/19/2012","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 46.53''","-78° 41' 53.68''",41.979592,-78.698244,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",723120,"11/14/2023",721186,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54565","OGL","OGW","WARRANT 4336 110","6/11/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 51.45''","-78° 42' 9.76''",41.980958,-78.702711,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",729811,"1/24/2024",726844,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54615","OGL","OGW","WARRANT 4336 105","6/03/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 57.51''","-78° 42' 6.1''",41.982642,-78.701694,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730421,"10/26/2023",727307,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54616","OGL","OGW","WARRANT 4336 106","6/16/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 52.98''","-78° 42' 3.47''",41.981383,-78.700964,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730427,"10/16/2023",727313,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54617","OGL","OGW","WARRANT 4336 108","6/07/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 2.08''","-78° 42' 11.01''",41.983911,-78.703058,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730429,"10/25/2023",727315,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54618","OGL","OGW","WARRANT 4336 109","6/01/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 55.98''","-78° 42' 12.39''",41.982217,-78.703442,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730431,"10/27/2023",727316,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54619","OGL","OGW","WARRANT 4336 111","5/27/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 59.67''","-78° 42' 16.79''",41.983242,-78.704664,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730432,"10/24/2023",727318,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54620","OGL","OGW","WARRANT 4336 113","6/22/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 3.28''","-78° 42' 26.11''",41.984244,-78.707253,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730434,"2/05/2024",727320,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54621","OGL","OGW","WARRANT 4336 114","6/21/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 58.8''","-78° 42' 23.31''",41.983,-78.706475,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730437,"1/30/2024",727324,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54622","OGL","OGW","WARRANT 4336 115","6/17/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 54.98''","-78° 42' 18.87''",41.981939,-78.705242,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730440,"1/30/2024",727328,333376
"OGO-68938","BLACKHAWK ENERGY LLC","Active, Non-Govt","083-54663","OGL","OGW","WARRANT 4336 104","8/22/2010","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 2.29''","-78° 42' 4.4''",41.983969,-78.701222,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","200 INNOVATION BLVD STE 237","","STATE COLLEGE","PA","16803-6602","","",730672,"11/02/2023",727520,333376
"OGO-69256","BLACKHILL ENERGY LLC","Active, Non-Govt","015-20033","OGL","OGW","STURDEVANT 01","11/20/1995","Plugged OG Well","GAS","","Yes","No","Vertical Well","41° 52' 45.135''","-76° 36' 5.8146''",41.879204,-76.601615,"EP DOGO NCDO Dstr Off","Bradford","Smithfield Twp","4600 J BARRY CT STE 320","","CANONSBURG","PA","15317","STURDEVANT BRA",147285,13444,"7/29/2024",15195,359008
"OGO-69256","BLACKHILL ENERGY LLC","Active, Non-Govt","015-20037","OGL","OGW","BRIAN E HARRIS 1","7/19/1996","Plugged OG Well","GAS","","Yes","No","Vertical Well","41° 52' 55.513''","-76° 36' 55.063''",41.882087,-76.615295,"EP DOGO NCDO Dstr Off","Bradford","Smithfield Twp","4600 J BARRY CT STE 320","","CANONSBURG","PA","15317","BRIAN HARRIS BRA 1 PAD",157723,280544,"10/24/2024",303695,359008
"OGO-69256","BLACKHILL ENERGY LLC","Active, Non-Govt","015-20040","OGL","OGW","JELLIFF 1","5/30/2002","Plugged OG Well","COMB. OIL&GAS","","No","Yes","Vertical Well","41° 55' 31.692''","-76° 42' 13.010''",41.92547,-76.703614,"EP DOGO NCDO Dstr Off","Bradford","Ridgebury Twp","4600 J BARRY CT STE 320","","CANONSBURG","PA","15317","","",546493,"11/12/2024",564754,359008
"OGO-69256","BLACKHILL ENERGY LLC","Active, Non-Govt","015-20045","OGL","OGW","WARREN 1","4/06/2003","Plugged OG Well","GAS","","Yes","No","Vertical Well","41° 55' 49.791''","-76° 41' .2383''",41.930498,-76.6834,"EP DOGO NCDO Dstr Off","Bradford","Ridgebury Twp","4600 J BARRY CT STE 320","","CANONSBURG","PA","15317","WARREN BRA 1 PAD",157731,611438,"8/03/2024",634016,359008
"OGO-69256","BLACKHILL ENERGY LLC","Active, Non-Govt","015-22380","OGL","OGW","KLINE 11H","1/27/2013","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 49' 12.1''","-76° 44' 9.25''",41.820028,-76.735903,"EP DOGO NCDO Dstr Off","Bradford","Springfield Twp","4600 J BARRY CT STE 320","","CANONSBURG","PA","15317","KLINE B PAD",152795,765566,"3/27/2025",757672,359008
"OGO-65215","BLATT STEPHEN L","Active, Indiv","019-01703","OGL","OGW","PHILIP HILDERBRAND 1","1/01/1800","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","40° 53' 37.789''","-79° 43' 39.429''",40.89383,-79.727619,"EP DOGO NWDO Dstr Off","Butler","Donegal Twp","111 BLATT RD","","FENELTON","PA","16034-8805","","",15051,"9/20/2024",16802,244810
"OGO-69462","BLS OIL & GAS LLC","Active, Non-Govt","083-01245","OGL","OGW","HEINEMANN 3A","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 43' 38.21''","-78° 20' 42.35''",41.727281,-78.345097,"EP DOGO NWDO Dstr Off","McKean","Norwich Twp","PO BOX 39","","DUBOIS","PA","15801-0039","","",131721,"1/25/2024",133646,371140
"OGO-69462","BLS OIL & GAS LLC","Active, Non-Govt","083-01247","OGL","OGW","HEINEMANN 5A","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 43' 37.988''","-78° 20' 42.219''",41.727219,-78.345061,"EP DOGO NWDO Dstr Off","McKean","Norwich Twp","PO BOX 39","","DUBOIS","PA","15801-0039","","",131723,"2/09/2024",133648,371140
